Nombre,Año de nacimiento,Óscar,Famoso por,Profesión
Luna di morte,,,,
Aria Spinello,,,,
Kimberlee Oren,,,,
Dakota Shepard,,,,
Stephen Lydic,,,,
Herman,,,,
Mélanie Charest,,,,
Rive-Sud Origine,,,,
Beth Willoughby,,,,
Kelly Hansel,,,,
Tremont Brown,,,,
Thief,,,,
Jenna Barbieri,,,,
Caycee Black,,,,
Dean Blechman,,,,
Emma Bloch,,,,
Tasha Boehm,,,,
Alex Cherney,,,,
Madeline Cherney,,,,
Stuart Cherney,,,,
Kevin Choumane,,,,
Santamaria,,,,
30 Days a Week,,,,
Surprise,,,,
Paul Hughes,,,,
Justin Miltenyi,,,,
Jonathan Schreiber,,,,
Come Together,,,,
Shahzaib Raza,,,,
David Bohrnstedt,,,,
Devin McBride,,,,
Rachel Harper,,,,
Sal Blake,,,,
Beyond the Leaves,,,,
Brett Terra,,,,
On the Way,,,,
Adrian Mora,,,,
RoChia,,,,
Jorge Rodriguez,,,,
Juan Francisco Selles,,,,
Huaquero: Profano de las Sombras,,,,
Sophie Enniss,,,,
Tap Tap Tap,,,,
Rio Vega,,,,
Vladimir Sorrodjé,,,,
Morgane Vial,,,,
Pablo Cobo,,,,
Thibault Hiram,,,,
Andrea Cossu,,,,
Martin Neveu,,,,
Une fille et des garçons,,,,
Julia Barretto,,,,
Yayo Aguila,,,,
Christian Vasquez,,,,
Connie Virtucio,,,,
Steven Azcuna,,,,
Marnie Lapus,,,,
Ryle Paolo Santiago,,,,
Bryce Ramos,,,,
Pio Balbuena,,,,
Between Maybes,,,,
Rakesh Galebhe,,,,
Geethanjali,,,,
Roberto Birindelli,,,,
Maria Luísa Mendonça,,,,
Luís Melo,,,,
Vinicius Faria Zinn,,,,
Lourinelson Vladmir,,,,
Roberto Audio,,,,
Ester Góes,,,,
Genésio de Barros,,,,
Caco Ciocler,,,,
O Olho e a Faca,,,,
David Call,,,,
Patrick M. Walsh,,,,
Whiteout,,,,
Chris Salvatore,,,,
Navaris Darson,,,,
Sarah Nicklin,,,,
Phylicia Wissa,,,,
Chris Baker,,,,
Logan Allison,,,,
The Office Is Mine,,,,
Tamzin Brown,,,,
Aaron Justin Connor,,,,
Michael Copeland,,,,
Wade Morris,,,,
Michael A. Perrick,,,,
Ken Schmidt,,,,
Circadia,,,,
Tatsuya Fujiwara,,,,
Kengo Kôra,,,,
Rie Miyazawa,,,,
Ryo Narita,,,,
Fumi Nikaidô,,,,
Shun Oguri,,,,
Erika Sawajiri,,,,
Kôji Seto,,,,
Marin Suzuki,,,,
Ningen shikkaku: Dazai Osamu to 3-nin no onnatachi,,,,
Shannon Loewen,,,,
Greg Strempler,,,,
Out of the Forest,,,,
Rosalía Castro,,,,
Fernando Cayo,,,,
Román Reyes,,,,
Germán Torres,,,,
Paralelos,,,,
Robie Goodliffe,,,,
She's Waiting,,,,
My Secret,,,,
Phoenix Cross,,,,
Adam Curlewis,,,,
Shane Murphy,,,,
Shaye Paki,,,,
Daniel Bechir Urrizaga,,,,
Play Me,,,,
Ilirian Bushi,,,,
Susan Baskerville,,,,
The Force of Nature,,,,
Chang,,,,
Brooke Coleman,,,,
Paul Laier,,,,
Maura Lewis,,,,
R.D. Mower,,,,
Carlye Tamaren,,,,
Buffalo and Trout,,,,
Ian Reddington,,,,
Neil Summerville,,,,
Lewis Allcock,,,,
Jacques Blignaut,,,,
Imogen Comrie,,,,
Ria Fend,,,,
Richard D. Myers,,,,
Bianka Vago,,,,
Wayne Van Rooyen,,,,
Skeletons,,,,
Isak Férriz,,,,
Yolanda Sey,,,,
Montse Germán,,,,
Raquel Camón,,,,
Boris Ruiz,,,,
Àngels Bassas,,,,
Gorka Lasaosa,,,,
Adeline Flaun,,,,
Klaudia Dudová,,,,
La dona il·legal,,,,
Sharon Leal,,,,
Bethany Joy Lenz,,,,
Edwina Findley,,,,
Chiké Okonkwo,,,,
Wayne Brady,,,,
Sam Ashe Arnold,,,,
Tom Virtue,,,,
Kevin Ross,,,,
Blindfire,,,,
Ion Sapdaru,,,,
Ioana Chitu,,,,
Sorin Cocis,,,,
George Dometi,,,,
Petru Ghimbasan,,,,
Maria Junghetu,,,,
Lucian Pavel,,,,
Melinda Pitz,,,,
Ion Ruscut,,,,
Berliner,,,,
Iliya Ilchev,,,,
Muhamed Kyamil,,,,
Marselo Martinov,,,,
The Forgotten,,,,
Kate Tickle,,,,
SarahTonin,,,,
Phil Gwilliam,,,,
Mohammad Haroon,,,,
Iftikhar Ud-Din,,,,
Kavita Channe,,,,
Jessica Tibbetts,,,,
Dependence,,,,
Sofia Georgovassili,,,,
Anna Kalaitzidou,,,,
Argyris Bakirtzis,,,,
Kostas Laskos,,,,
Kimon Fioretos,,,,
Costas Xikominos,,,,
Konstantinos Papatheodorou,,,,
Electra Sarri,,,,
Natalie Chavez,,,,
Apples,,,,
Anthony Barker,,,,
Frances Owens,,,,
Rashaan McMillan,,,,
Philip Wrencher,,,,
Mia Carr,,,,
Lisa Cuellar,,,,
Brandon Alexander,,,,
Twan Bryant,,,,
Jesse Lis,,,,
Jericho,,,,
Craig Walker,,,,
Robin Royce Queree,,,,
Morgan Beattie,,,,
Aiden Mckenzie,,,,
Isabel Macmaster,,,,
Michael Lambeth,,,,
Melissa Blackwood,,,,
John Cross,,,,
Susan Daniel,,,,
The Burning of Mary,,,,
Josh Bzura,,,,
Justin Mane,,,,
Aliahna Mesahn,,,,
Riley Ayar,,,,
Noah Chapp,,,,
Jesse Rapanotti,,,,
Antonella Sinishtaj,,,,
Charlotte Moretti,,,,
Ryan Andrews,,,,
Road Runner,,,,
Aron Ødegård,,,,
Jan Wehrmann,,,,
Ola Thune,,,,
Askedager,,,,
Love Sex Soprano,,,,
Andrew Ramaglia,,,,
Christopher Mychael Watson,,,,
Jonathan R. Freeman,,,,
Brian Patrick Monahan,,,,
Hamilton Matthews,,,,
Bombs Bursting in Air,,,,
Lars Eidinger,,,,
Marthe Keller,,,,
Jens Albinus,,,,
Thomas Ostermeier,,,,
Linne-Lu Lungershausen,,,,
Noah Tscharland,,,,
Isabelle Caillat,,,,
Moritz Gottwald,,,,
Jenny König,,,,
Schwesterlein,,,,
Nicole Carmela,,,,
Keisha Castle-Hughes,,,,
Liza Dean,,,,
Gabriela Fresquez,,,,
Austin Monahan,,,,
Byrne Owens,,,,
Nican Robinson,,,,
Toxic,,,,
Kira L. Wilson,,,,
McKenna Bintz,,,,
Vince Hobart Smith,,,,
KC Allen,,,,
Analog Rainbow,,,,
Ana Moreira,,,,
Custódia Gallego,,,,
João Lagarto,,,,
Luísa Cruz,,,,
Miguel Nunes,,,,
Miguel Maia,,,,
Jorge Paixão da Costa,,,,
Mário de Carvalho,,,,
Maria d'Aires,,,,
A Arte de Morrer Longe,,,,
Shantel Page,,,,
Sophia Celest,,,,
Paul Gardner,,,,
Clarke Tribe,,,,
Gezim Gojnovci,,,,
Julie Stoddern,,,,
Georgia Williams,,,,
Latifa Isirgan,,,,
Minouche Kaftel,,,,
Mother's Child,,,,
Peter Herold,,,,
Jose Rosete,,,,
Amar Sotomayor,,,,
The Peace of Wild Things,,,,
Ayham Kabi,,,,
Adnan,,,,
Suborna Mustafa,,,,
Sabyasachi Chakrabarty,,,,
Aparna Ghosh,,,,
Maznun Mizan,,,,
Payel Mukherjee,,,,
Subhashis Bhowmik,,,,
Amjad Hossen,,,,
Arefin Pappu,,,,
Gondi,,,,
Rick McArthur,Desconocido,No tiene Oscar,,Reparto
Jessica Tree,Desconocido,No tiene Oscar,Sin datos,"Vídeo, 2018"
Memory Swap,Desconocido,No tiene Oscar,Sin datos,2018
Mert Alkan,Desconocido,Nominado,,"Reparto, Arte, Equipos adicionales"
Aaron Rothermund,Desconocido,No tiene Oscar,,"Reparto, Producción, Guion"
Renegada (Mezcal el Silencio),Desconocido,No tiene Oscar,Sin datos,2018
Boom Patty T.,Desconocido,Nominado,,"Reparto, Edición, Equipos adicionales"
Angelo Fiel Robledo,Desconocido,Nominado,,"Producción, Reparto, Arte"
Marina Rubarth,Desconocido,Nominado,,"Maquillaje, Reparto, Producción"
Connor Louie,Desconocido,Nominado,,"Reparto, Producción"
Kelly Chan,enero,No tiene Oscar,,"Reparto, Guion, Producción"
Kurt Alan,Desconocido,No tiene Oscar,,"Reparto, Dirección"
Matkai Burmaster,Desconocido,Nominado,,"Guion, Producción, Reparto"
Makenzie Smith,Desconocido,Nominado,,"Reparto, Guion, Dirección"
Kasie Rayner,Desconocido,Nominado,,Reparto
Angelo Lucier,Desconocido,No tiene Oscar,,Reparto
Ashley Poulin,Desconocido,Nominado,,Reparto
Seamus Tokol,Desconocido,Nominado,,"Reparto, Cámara y electricidad"
Calum McMillan,Desconocido,Nominado,,Reparto
Snow,1986,No tiene Oscar,,"Reparto, Producción, Dirección"
Charlotte Jackson,1913,No tiene Oscar,,Reparto
India Peploe,Desconocido,Nominado,,Reparto
Simon Riordan,Desconocido,Nominado,,Reparto
Shyler Clayton,Desconocido,Nominado,,"Especialistas, Reparto"
Troy Clayton,Desconocido,Nominado,,"Efectos especiales, Especialistas, Reparto"
Jacob Evans,Desconocido,No tiene Oscar,,Reparto
Kevin Paynter,Desconocido,No tiene Oscar,,"Reparto, Producción, Guion"
Arielle Hope,Desconocido,No tiene Oscar,,"Reparto, Producción"
Randy Memoli,Desconocido,No tiene Oscar,,"Reparto, Dirección, Guion"
Chambre 11,Desconocido,No tiene Oscar,Sin datos,2018
Karla Friis Christensen,Desconocido,Nominado,,Reparto
Kasper Jensen,Desconocido,Nominado,,Efectos visuales
Josefine Daugbjerg Strandbæk,Desconocido,Nominado,,Reparto
Patrick Koocheradis,Desconocido,No tiene Oscar,,"Reparto, Especialistas"
B.K. Phillips,Desconocido,No tiene Oscar,,"Reparto, Diseño de vestuario, Cámara y electricidad"
Luly Trueba,Desconocido,No tiene Oscar,,Reparto
Samuel Isaiah Hunter,Desconocido,No tiene Oscar,,Reparto
Daniel Wieselberg,Desconocido,No tiene Oscar,,"Producción, Composición, Dirección"
Geoffrey Oswalt,Desconocido,No tiene Oscar,,"Cámara y electricidad, Reparto, Dirección"
Justin Harmon,Desconocido,Nominado,,"Reparto, Producción"
Missy Steward,Desconocido,Nominado,,Reparto
Selena Vargas,Desconocido,Nominado,,Reparto
Casey White,Desconocido,Nominado,,Reparto
Fabien Gauthier,Desconocido,Nominado,,"Reparto, Dirección, Producción"
Angèle Loca,Desconocido,Nominado,,Reparto
Anthony Weber,Desconocido,Nominado,,Reparto
Ernest Arfan,Desconocido,No tiene Oscar,,Reparto
Celine Khoury,Desconocido,Nominado,,Reparto
Nathan Anthony Bologna,Desconocido,Nominado,,Reparto
Ethan Grahek,Desconocido,Nominado,,"Cámara y electricidad, Efectos visuales, Dirección"
Lado Harris,Desconocido,Nominado,,"Reparto, Cámara y electricidad"
Melanie Howden,Desconocido,Nominado,Sin datos,Sin datos
Matthew Keisoglu,Desconocido,Nominado,,"Dirección, Guion, Producción"
Rachel Khalaf,Desconocido,Nominado,,"Producción, Reparto, Arte"
Sam Simpson,Desconocido,Nominado,,Edición
Eleisha Rae Kennedy,Desconocido,Nominado,,Reparto
Adrian Ramirez Leon,Desconocido,Nominado,,"Guion, Dirección, Producción"
Murtada Ahmed,Desconocido,Nominado,,Reparto
Ahmed Saaed,Desconocido,Nominado,,Reparto
Britney Marie Canzi,Desconocido,No tiene Oscar,,"Producción, Guion, Reparto"
Kayla Flinn,Desconocido,No tiene Oscar,,"Especialistas, Dirección, Reparto"
Dan Jeannotte,1981,No tiene Oscar,,Reparto
Léa Geronimo Rondot,Desconocido,No tiene Oscar,,"Guion, Dirección, Equipos adicionales"
Mara Hoyt,Desconocido,Nominado,Sin datos,Sin datos
Michael Gormley,Desconocido,Nominado,,"Cámara y electricidad, Sonido, Composición"
Wade Stanton,Desconocido,No tiene Oscar,,"Reparto, Producción, Guion"
Ziming Du,Desconocido,Nominado,,Reparto
Yu Wang,1943,No tiene Oscar,,"Reparto, Producción, Dirección"
Zhener Wang,Desconocido,Nominado,,Reparto
Suo He,Desconocido,No tiene Oscar,,Reparto
Xinmin Li,Desconocido,No tiene Oscar,,Efectos especiales
Hang Yin,Desconocido,No tiene Oscar,,Reparto
Yanmanzi Zhu,Desconocido,No tiene Oscar,,Reparto
Jonathan Capdevielle,Desconocido,Nominado,,"Composición, Reparto"
Stephanie Kutty,Desconocido,No tiene Oscar,,"Reparto, Equipos adicionales, Producción"
Paris Moletti,Desconocido,No tiene Oscar,,"Reparto, Producción, Equipos adicionales"
Danielle Swanson,Desconocido,No tiene Oscar,,"Reparto, Producción, Dirección"
Bobby J. Watson,Desconocido,Nominado,,"Guion, Reparto, Dirección de casting"
Sandra Bowes,Desconocido,No tiene Oscar,,"Reparto, Guion, Producción"
Caleb Harbin,Desconocido,No tiene Oscar,,Reparto
Ryan Izay,Desconocido,No tiene Oscar,,"Reparto, Producción, Dirección"
Patrick Lazzara,Desconocido,No tiene Oscar,,"Reparto, Guion, Producción"
Kelsey Lorensen,Desconocido,No tiene Oscar,,"Reparto, Equipos adicionales, Dirección de la segunda unidad o asistencia a dirección"
Devan Schoelen,Desconocido,No tiene Oscar,,"Reparto, Guion, Dirección"
Anthony Reese,Desconocido,Nominado,,Reparto
Evgeniy Mishukhin,Desconocido,No tiene Oscar,,"Reparto, Dirección, Dirección de fotografía y cámara"
Robbers 3: Saved in Time,Desconocido,No tiene Oscar,Sin datos,"Vídeo, 2018"
Miriam Tamayo,Desconocido,Nominado,,"Reparto, Dirección de casting"
Luis Fernando Villarreal,Desconocido,Nominado,,"Reparto, Guion, Composición"
Breaking Into the Dark,Desconocido,No tiene Oscar,Sin datos,2018
Alexandra Almendarez,Desconocido,No tiene Oscar,,"Reparto, Producción, Equipos adicionales"
Stephen Payne,Desconocido,No tiene Oscar,,Reparto
Laura Van Yck,Desconocido,No tiene Oscar,,Reparto
Reece Lambourne,Desconocido,Nominado,,Reparto
C. Nathaniel Brown,Desconocido,No tiene Oscar,,"Producción, Dirección, Guion"
Thelma C. Brown,Desconocido,No tiene Oscar,,"Reparto, Dirección, Producción"
Deju Green,Desconocido,Nominado,,Reparto
Robin Michelle Lee,Desconocido,No tiene Oscar,,Reparto
Michelle Lovett,Desconocido,No tiene Oscar,,"Equipos adicionales, Reparto, Arte"
Austin Richard,1995,No tiene Oscar,,"Music Artist, Reparto, Composición"
Tony Richard,1928,No tiene Oscar,,"Dirección, Producción, Guion"
Kesha Young,Desconocido,Nominado,,Reparto
Jacob Daniel Groth,1995,No tiene Oscar,,"Reparto, Equipos adicionales"
George Medina,Desconocido,Nominado,,"Equipos adicionales, Reparto, Sonido"
Javier Carmona,Desconocido,No tiene Oscar,,Reparto
Dianne McGuire,Desconocido,Nominado,,Reparto
James Hallgarda,Desconocido,Nominado,,Reparto
Glenn Mitchel,Desconocido,Nominado,,Reparto
Mila Brame,Desconocido,Nominado,,Reparto
Joel Cross,Desconocido,No tiene Oscar,,"Reparto, Equipos adicionales"
Kathryn Gaudette,Desconocido,Nominado,,Reparto
Brenda Lyman,Desconocido,Nominado,,Reparto
Robert LaSardo,1963,No tiene Oscar,,"Reparto, Producción, Guion"
Jayvo Scott,Desconocido,No tiene Oscar,,"Reparto, Producción, Música"
Sheryl Carbonell,Desconocido,No tiene Oscar,,"Reparto, Dirección, Guion"
David E. McMahon,Desconocido,No tiene Oscar,,"Reparto, Producción, Dirección de casting"
Amber Modesto,Desconocido,Nominado,,Reparto
Marley Rae Modesto,Desconocido,Nominado,,Reparto
Gemma Montie,Desconocido,Nominado,,Reparto
Gill Montie,Desconocido,No tiene Oscar,,"Reparto, Maquillaje"
Dong Do Kim,Desconocido,Nominado,,Reparto
Man Hee Kang,Desconocido,Nominado,,Reparto
Soo Hyun Kim,1988,No tiene Oscar,,"Reparto, Composición, Banda sonora"
Chang Hoon Lee,Desconocido,No tiene Oscar,,Reparto
Will LeForestier,Desconocido,Nominado,,Dirección de fotografía y cámara
Ki Soo Na,Desconocido,Nominado,,Reparto
Beom Cheol Park,Desconocido,Nominado,,Reparto
Jun Eui Pyeon,Desconocido,Nominado,,Reparto
Young Woong Song,Desconocido,Nominado,,"Producción, Reparto"
Soo Jin Yoon,Desconocido,Nominado,,Reparto
Alexandera Yetman,Desconocido,Nominado,,"Reparto, Dirección, Guion"
Akshay Kumar,1967,No tiene Oscar,,"Producción, Guion, Reparto"
Layerr Absolute (TV Commercial),Desconocido,No tiene Oscar,Sin datos,2017
Vincent Gosselin,Desconocido,Nominado,,"Edición, Producción, Dirección de producción"
Véronique Lavoie,Desconocido,Nominado,,Reparto
Emile Landriau,Desconocido,No tiene Oscar,,"Animación, Reparto, Efectos visuales"
Féérique,Desconocido,No tiene Oscar,Sin datos,2017
Can Arpaci,Desconocido,Nominado,,Reparto
Bahar Büyükoglu,Desconocido,Nominado,,Reparto
Cemre Cansaatçi,Desconocido,Nominado,,Reparto
Melih Degirmenci,Desconocido,No tiene Oscar,,"Casting, Dirección de casting, Reparto"
Onur Ulas Durak,Desconocido,Nominado,,Reparto
Berhan Günlü,Desconocido,Nominado,,Reparto
Özgül Kavruk,Desconocido,No tiene Oscar,,Reparto
Ileyna Kiyak,Desconocido,Nominado,,Reparto
Mert Menzi,Desconocido,Nominado,,Reparto
Gizem Salkim,Desconocido,Nominado,,Reparto
Andrea Martina,Desconocido,No tiene Oscar,,"Reparto, Producción, Guion"
Brandon Millar,Desconocido,Nominado,,Reparto
Hungry Rat,Desconocido,No tiene Oscar,Sin datos,2017
Murat Ercanli,Desconocido,No tiene Oscar,,Reparto
Mehmet Yasiru,Desconocido,Nominado,,Reparto
Oguzhan Yücel,Desconocido,Nominado,,Reparto
Dilara Mesude Duman,Desconocido,No tiene Oscar,,Reparto
Neman Asgari,Desconocido,Nominado,,Reparto
Niyazi Mert Kurt,Desconocido,Nominado,,Reparto
Özlem Sahin,Desconocido,Nominado,,Reparto
Tarkan Köylü,Desconocido,Nominado,,Reparto
Yunus Emre Türker,Desconocido,Nominado,,Reparto
Olgun Tosun,Desconocido,Nominado,,Reparto
Gamze Pelin Gökçe,Desconocido,Nominado,,Reparto
Emin Gümüskaya,Desconocido,No tiene Oscar,,Reparto
Belgin Uzlu,Desconocido,Nominado,,Reparto
Banu Ölmez,Desconocido,No tiene Oscar,,Reparto
Cengiz Demir Öztürk,Desconocido,Nominado,,Reparto
Morg,1937,No tiene Oscar,,"Reparto, Producción, Dirección"
Taner Cindoruk,Desconocido,Nominado,,Reparto
Tuana Naz Tiryaki,Desconocido,Nominado,,Reparto
Tugba Tutug,Desconocido,Nominado,,Reparto
Wail,Desconocido,No tiene Oscar,Sin datos,Sin datos
Zachary Fineman,Desconocido,No tiene Oscar,,"Reparto, Guion"
Erika Persan,Desconocido,Nominado,,"Reparto, Dirección de casting, Localización"
Eduardo Cintra,Desconocido,Nominado,,Reparto
Jamie Taljaard,Desconocido,Nominado,,"Reparto, Maquillaje, Animación"
Glenda Booker,Desconocido,Nominado,,Reparto
Oliver Hindle,Desconocido,Nominado,,Reparto
James Litzow,Desconocido,Nominado,,"Reparto, Guion, Dirección de la segunda unidad o asistencia a dirección"
Otakar Brousek,1957,No tiene Oscar,,Reparto
Jan Krchnak,Desconocido,Nominado,,Reparto
Lucie Nemcova,Desconocido,Nominado,,Reparto
Martin Petruj,Desconocido,Nominado,,Reparto
Ondrej Tichacek,Desconocido,Nominado,,Reparto
Hledaci Ztracené Historie: Vzkaz Mrtvého Muze,Desconocido,No tiene Oscar,Sin datos,2017
Elvert Bañares,Desconocido,Nominado,,"Dirección, Producción, Dirección de fotografía y cámara"
Enoc Daniel Rodriguez,Desconocido,Nominado,,"Dirección, Reparto, Guion"
Isbeth Rodriguez,Desconocido,Nominado,,Reparto
Rosalia Rodriguez,Desconocido,Nominado,,Reparto
Dahiana Torres,Desconocido,No tiene Oscar,,"Reparto, Dirección, Guion"
Jessee Foudray,Desconocido,Nominado,,"Reparto, Producción, Guion"
Justine Klineman,Desconocido,Nominado,,"Reparto, Dirección de arte, Cámara y electricidad"
Milly Sanders,Desconocido,No tiene Oscar,,"Reparto, Guion, Producción"
Rafa Núñez,Desconocido,No tiene Oscar,,Reparto
Pilar Romero,Desconocido,No tiene Oscar,,Reparto
Iñaki Ruiz,Desconocido,Nominado,,Dirección
Giulio Maria Cavallini,Desconocido,Nominado,,"Reparto, Dirección, Producción"
Sax Nicosia,Desconocido,Nominado,,"Reparto, Dirección, Equipos adicionales"
Elena Cascino,Desconocido,Nominado,,"Reparto, Guion"
Carlo Alberto Cravino,Desconocido,Nominado,,"Reparto, Guion"
Paolo Carenzo,Desconocido,Nominado,,"Reparto, Dirección, Guion"
Lorenzo De Iacovo,Desconocido,Nominado,,Reparto
Davide Farronato,Desconocido,Nominado,,Reparto
Maurizio Fò,Desconocido,Nominado,,"Animación, Dirección, Arte"
Jozef Gjura,1994,No tiene Oscar,,Reparto
Riccardo Livermore,Desconocido,Nominado,,"Reparto, Guion, Dirección"
Savannah Betts,Desconocido,No tiene Oscar,,"Reparto, Guion, Producción"
Ged Purvis,Desconocido,No tiene Oscar,,"Reparto, Dirección, Guion"
Isabelle Morton,Desconocido,Nominado,,Reparto
Louise Morton,Desconocido,Nominado,,Reparto
Jay Jobarteh,Desconocido,Nominado,,Reparto
Tye Jobarteh,Desconocido,Nominado,,Reparto
Merlin Mee,Desconocido,No tiene Oscar,,"Cámara y electricidad, Edición, Reparto"
Haaris Qureshi,Desconocido,No tiene Oscar,,"Producción, Cámara y electricidad, Edición"
Craig Fairbrass,1964,No tiene Oscar,,"Reparto, Producción, Guion"
James Cosmo,1948,No tiene Oscar,,"Reparto, Producción, Banda sonora"
Mem Ferda,1963,No tiene Oscar,,"Reparto, Producción, Guion"
Nick Moran,1969,No tiene Oscar,,"Reparto, Guion, Producción"
Steven Berkoff,1937,No tiene Oscar,,"Reparto, Guion, Dirección"
Roland Manookian,1979,No tiene Oscar,,"Reparto, Dirección, Guion"
Nathalie Cox,1978,No tiene Oscar,,"Reparto, Guion"
Tony Denham,Desconocido,No tiene Oscar,,Reparto
Eddie Webber,Desconocido,No tiene Oscar,,"Reparto, Guion, Dirección"
George Russo,Desconocido,No tiene Oscar,,"Reparto, Guion, Producción"
Sathvika Appaiah,Desconocido,No tiene Oscar,,Reparto
Ranusha Kashvi,Desconocido,Nominado,,Reparto
Thilak Shekar,Desconocido,Nominado,,Reparto
Chetan Vardhan,Desconocido,Nominado,,Reparto
Voreas Faethon Aherusia,Desconocido,Nominado,,"Reparto, Guion, Composición"
Stavros Aiva,Desconocido,Nominado,,Reparto
Giota Androutsopoulou,Desconocido,Nominado,,Reparto
Nick Chanakoulas,Desconocido,No tiene Oscar,,"Reparto, Guion, Producción"
Dimitris Christopoulos,Desconocido,No tiene Oscar,,Sin datos
George Karagiannis,Desconocido,Nominado,,Reparto
John Lykoudis,Desconocido,Nominado,,Reparto
Antonis Mandranis,Desconocido,Nominado,,"Dirección, Dirección de fotografía y cámara, Edición"
Panos Nikias,Desconocido,Nominado,,Reparto
Ioanna Spanogianni,Desconocido,Nominado,,Reparto
Peng Li,1986,No tiene Oscar,,"Reparto, Animación, Producción"
Siqiong Wang,Desconocido,Nominado,,Reparto
Ganyu Xiaoxue,Desconocido,Nominado,,Reparto
Zuqing Yang,Desconocido,Nominado,,Reparto
Boniing Yu,Desconocido,No tiene Oscar,,Reparto
Jun Zhang,Desconocido,Nominado,,"Reparto, Especialistas"
Huang Zhen,Desconocido,Nominado,,"Sonido, Reparto, Equipo ejecutivo"
Sascha Baur,Desconocido,No tiene Oscar,,Reparto
Anna Beer,Desconocido,No tiene Oscar,,Reparto
Dustin Orgas,Desconocido,Nominado,,"Edición, Dirección, Reparto"
Stefan Weerarathna,Desconocido,Nominado,,"Reparto, Guion, Producción"
Caitlin Gardner,Desconocido,Nominado,,Reparto
Charlton Nguyen,Desconocido,Nominado,,Reparto
John Dinh,Desconocido,Nominado,,Sin datos
Dominic Costa,Desconocido,No tiene Oscar,,"Reparto, Dirección, Guion"
Philippe Matic-Arnauld des Lions,Desconocido,No tiene Oscar,,"Reparto, Dirección, Guion"
Thomas Maier,Desconocido,Nominado,,"Cámara y electricidad, Dirección de fotografía y cámara"
Birgit Niethammer,Desconocido,Nominado,,Reparto
Julian Schmucker,Desconocido,Nominado,,"Dirección, Reparto, Dirección de casting"
Gott würfelt nicht nur einmal,Desconocido,No tiene Oscar,Sin datos,2017
Roy Carruthers,Desconocido,No tiene Oscar,,Reparto
Kyrstiann Dynae,Desconocido,Nominado,,Reparto
Patrick Lewis,1980,No tiene Oscar,,"Reparto, Guion, Dirección"
Andrew Manning,Desconocido,No tiene Oscar,,"Reparto, Dirección, Guion"
Bella Golightly,Desconocido,Nominado,,"Cámara y electricidad, Reparto, Dirección de fotografía y cámara"
Jake Hall,Desconocido,Nominado,,"Arte, Dirección de arte"
Ray Stevenson,1964,No tiene Oscar,,"Reparto, Banda sonora"
David Oakes,1983,No tiene Oscar,,"Reparto, Dirección, Producción"
Aura Garrido,1989,No tiene Oscar,,"Reparto, Producción, Banda sonora"
Winslow M. Iwaki,Desconocido,No tiene Oscar,,"Cámara y electricidad, Reparto, Localización"
John Benfield,1951,No tiene Oscar,,Reparto
Ben Temple,Desconocido,No tiene Oscar,,"Reparto, Producción, Dirección"
Iván González,1973,No tiene Oscar,,Reparto
Alejandro Rod,Desconocido,No tiene Oscar,,"Reparto, Responsable, Assistant"
Julien Blaschke,Desconocido,No tiene Oscar,,Reparto
Damián Montesdeoca,Desconocido,Nominado,,Reparto
Pranjal Bhatt,Desconocido,No tiene Oscar,,"Reparto, Producción"
The End,Desconocido,Nominado,,"Guion, Música, Banda sonora"
Rekha Boj,1998,No tiene Oscar,,Reparto
Rangeela (telugu),Desconocido,Nominado,,Producción
Michael Klapp,Desconocido,Nominado,,"Dirección, Producción, Reparto"
Portia Klapp,Desconocido,Nominado,,"Producción, Reparto"
Gone for a Moment,Desconocido,No tiene Oscar,Sin datos,2017
Robert T. Cunningham,Desconocido,No tiene Oscar,,"Reparto, Guion, Dirección de casting"
Ross Turkington,Desconocido,Nominado,,Reparto
Ainaz Azarhoush,Desconocido,No tiene Oscar,,Reparto
Juan Hasan,Desconocido,Nominado,,Reparto
George Dippold,Desconocido,Nominado,,Reparto
Alescia Jester,Desconocido,Nominado,,Reparto
Aleshia Jester,Desconocido,Nominado,,Reparto
Artevia Jester,Desconocido,Nominado,,Reparto
Charles Jester,Desconocido,Nominado,,Equipos adicionales
Scott Rich,1968,No tiene Oscar,,"Reparto, Dirección, Producción"
Jessica Anne Taylor,Desconocido,Nominado,,"Reparto, Casting, Equipos adicionales"
Half the Battle,Desconocido,Nominado,Sin datos,2018
Sophie Lane Curtis,1995,No tiene Oscar,,"Reparto, Guion, Dirección"
Grace Katharina Hanson,Desconocido,No tiene Oscar,,"Reparto, Producción"
Irene & Tony's Fabulous Ice Cream Parlour,Desconocido,No tiene Oscar,Sin datos,2018
David Barden,Desconocido,No tiene Oscar,,"Reparto, Guion, Dirección"
Brian D'Arcy,1968,No tiene Oscar,,"Reparto, Producción, Banda sonora"
Luke Morgan,Desconocido,Nominado,,"Guion, Dirección, Producción"
Mark Porter,Desconocido,No tiene Oscar,,Reparto
Sharon Quinn,Desconocido,No tiene Oscar,,"Equipos adicionales, Reparto"
